trans_id,CUSTOMERACCID,type,operation,TransactionType,Debit,Credit,amount,balance,bankID,BranchID,Channel,TransactionDate
T00963339,1688,Debit,Cash Withdrawal,1,8700,0,8700,37790.8,1,229,5,1/2/2019 11:53
T00961825,1689,Debit,Cash Withdrawal,1,2160,0,2160,30505,1,179,5,1/2/2019 16:51
T01066751,1690,Debit,Cash Withdrawal,1,2300,0,2300,32306.7,1,246,5,1/2/2019 14:13
T01066764,1691,Debit,Cash Withdrawal,1,500,0,500,34606.7,1,246,5,1/2/2019 9:27
T01067107,1692,Debit,Cash Withdrawal,1,13200,0,13200,51015.3,1,209,5,1/2/2019 9:12
T01065382,1693,Debit,Cash Withdrawal,1,1800,0,1800,14663.9,1,47,5,1/2/2019 10:12
T01766184,1694,Debit,Cash Withdrawal,1,3000,0,3000,43608.8,1,289,5,1/2/2019 10:47
T00054032,1695,Debit,Cash Withdrawal,1,8100,0,8100,27396.1,1,142,5,1/2/2019 9:59
T00054349,1696,Debit,Cash Withdrawal,1,2800,0,2800,41989.2,1,301,5,1/2/2019 13:41
T00026833,1697,Debit,Cash Withdrawal,1,840,0,840,14669.7,1,213,5,1/2/2019 8:53
T00028230,1698,Debit,Cash Withdrawal,1,2200,0,2200,28206.8,1,138,5,1/2/2019 12:16
T00038470,1699,Credit,Credit in Cash,,0,30393,30393,123121.3,1,169,5,1/2/2019 12:42
T00038634,1700,Debit,Cash Withdrawal,1,45600,0,45600,77521.3,1,169,5,1/2/2019 9:24
T00039636,1701,Debit,Credit Card Withdrawal,,500,0,500,44879.9,1,245,5,1/2/2019 13:42
T00899079,1702,Debit,Cash Withdrawal,1,1080,0,1080,36308.5,1,288,5,1/2/2019 15:14
T00500803,1703,Debit,Cash Withdrawal,1,1800,0,1800,45354.9,1,163,5,1/2/2019 13:05
T00501651,1704,Debit,Cash Withdrawal,1,2760,0,2760,47422.7,1,62,5,1/2/2019 12:00
T00499423,1705,Debit,Cash Withdrawal,1,1800,0,1800,32507.1,1,191,5,1/2/2019 9:23
T00499794,1706,Debit,Cash Withdrawal,1,2600,0,2600,24445.4,1,289,5,1/2/2019 10:05
T00502887,1707,Debit,Cash Withdrawal,1,400,0,400,19917.6,1,224,5,1/2/2019 8:31
T00557003,1708,Credit,Credit in Cash,,0,26105,26105,50498.7,1,80,5,1/2/2019 10:08
T00553808,1709,Debit,Cash Withdrawal,1,650,0,650,48247.6,1,273,5,1/2/2019 14:26
T00641944,1710,Debit,Cash Withdrawal,1,840,0,840,40977.8,1,142,5,1/2/2019 14:56
T00642527,1711,Credit,Credit in Cash,,0,900,900,25486.6,1,196,5,1/2/2019 14:13
T00641725,1712,Debit,Cash Withdrawal,1,5700,0,5700,67320,1,256,5,1/2/2019 10:55
T00640050,1713,Debit,Cash Withdrawal,1,1920,0,1920,30839.1,1,236,5,1/2/2019 16:42
T01784463,1714,Debit,Cash Withdrawal,1,3900,0,3900,11760.1,1,322,5,1/2/2019 8:25
T00452524,1715,Credit,Credit in Cash,,0,28966,28966,109878.9,1,303,5,1/2/2019 9:47
T00454529,1716,Debit,Cash Withdrawal,1,600,0,600,40217.2,1,350,5,1/2/2019 12:43
T00452126,1717,Debit,Cash Withdrawal,1,8100,0,8100,45335.9,1,150,5,1/2/2019 10:32
T00452663,1718,Debit,Cash Withdrawal,1,19700,0,19700,90178.9,1,303,5,1/2/2019 9:14
T00475645,1719,Debit,Cash Withdrawal,1,2900,0,2900,37293.4,1,157,5,1/2/2019 13:00
T00475331,1720,Debit,Cash Withdrawal,1,480,0,480,24224.3,1,229,5,1/2/2019 8:54
T00474141,1721,Debit,Cash Withdrawal,1,7200,0,7200,42319.3,1,118,5,1/2/2019 14:29
T01108365,1722,Debit,Cash Withdrawal,1,5000,0,5000,73435.9,1,41,5,1/2/2019 13:50
T01108828,1723,Debit,Cash Withdrawal,1,43000,0,43000,42687.1,1,143,5,1/2/2019 12:59
T01108547,1724,Credit,Credit in Cash,,0,36609,36609,85687.1,1,143,5,1/2/2019 13:02
T01170742,1725,Debit,Cash Withdrawal,1,4200,0,4200,26396.7,1,11,5,1/2/2019 15:48
T01176502,1726,Debit,Cash Withdrawal,1,2520,0,2520,45024.8,1,337,5,1/2/2019 12:39
T02108291,1727,Debit,Cash Withdrawal,1,20400,0,20400,41926.5,1,152,5,1/2/2019 16:47
T02095489,1728,Credit,Credit in Cash,,0,13500,13500,11346.3,1,235,5,1/2/2019 16:54
T00270807,1729,Debit,Cash Withdrawal,1,1920,0,1920,41697.9,1,189,5,1/2/2019 15:57
T00269413,1730,Debit,Cash Withdrawal,1,1200,0,1200,23981.6,1,164,5,1/2/2019 11:32
T00269481,1731,Debit,Cash Withdrawal,1,100,0,100,23881.6,1,164,5,1/2/2019 15:47
T00651109,1732,Debit,Cash Withdrawal,1,1680,0,1680,20839.6,1,282,5,1/2/2019 11:03
T00235329,1733,Debit,Cash Withdrawal,1,11700,0,11700,-2418.3,1,27,5,1/2/2019 11:34
T00236269,1734,Debit,Cash Withdrawal,1,9900,0,9900,33218.8,1,280,5,1/2/2019 10:36
T00236291,1735,Debit,Cash Withdrawal,1,8400,0,8400,43118.8,1,280,5,1/2/2019 8:44
T00243705,1736,Debit,Cash Withdrawal,1,1440,0,1440,29592.9,1,220,5,1/2/2019 8:01
T00242958,1737,Debit,Cash Withdrawal,1,1800,0,1800,14450.6,1,123,5,1/2/2019 13:52
T01077217,1738,Debit,Cash Withdrawal,1,3360,0,3360,38419.8,1,258,5,1/2/2019 8:34
T01078344,1739,Debit,Cash Withdrawal,1,3120,0,3120,67776.7,1,169,5,1/2/2019 8:13
T01077218,1740,Debit,Cash Withdrawal,1,2760,0,2760,41779.8,1,258,5,1/2/2019 14:43
T01076914,1741,Debit,Cash Withdrawal,1,3300,0,3300,-6.9,1,142,5,1/2/2019 10:26
T01075821,1742,Debit,Cash Withdrawal,1,6600,0,6600,42886.5,1,102,5,1/2/2019 8:23
T01005514,1743,Debit,Cash Withdrawal,1,1560,0,1560,14818.6,1,286,5,1/2/2019 9:58
T01060140,1744,Debit,Cash Withdrawal,1,5400,0,5400,22716.1,1,98,5,1/2/2019 9:49
T01059298,1745,Debit,Cash Withdrawal,1,960,0,960,29140.7,1,188,5,1/2/2019 15:58
T01060388,1746,Debit,Cash Withdrawal,1,2700,0,2700,20972.3,1,257,5,1/2/2019 9:19
T01059825,1747,Credit,Credit in Cash,,0,12500,12500,21971.4,1,238,5,1/2/2019 16:45
T01057294,1748,Debit,Cash Withdrawal,1,8400,0,8400,93186.6,1,114,5,1/2/2019 8:43
T01180494,1749,Debit,Cash Withdrawal,1,6000,0,6000,74605.5,1,304,5,1/2/2019 11:20
T01188993,1750,Debit,Cash Withdrawal,1,3900,0,3900,28688.9,1,224,5,1/2/2019 15:33
T03211424,1751,Debit,Cash Withdrawal,1,2160,0,2160,13785.7,1,82,5,1/2/2019 10:27
T03242377,1752,Debit,Cash Withdrawal,1,2400,0,2400,40468.7,1,14,5,1/2/2019 13:07
T03222633,1753,Debit,Cash Withdrawal,1,900,0,900,40943.4,1,129,5,1/2/2019 9:41
T00141832,1754,Debit,Cash Withdrawal,1,540,0,540,22083.1,1,328,5,1/2/2019 16:34
T00143566,1755,Debit,Cash Withdrawal,1,2080,0,2080,27419.5,1,268,5,1/2/2019 14:08
T00175824,1756,Debit,Cash Withdrawal,1,1300,0,1300,37829.1,1,112,5,1/2/2019 12:04
T00178685,1757,Debit,Cash Withdrawal,1,1300,0,1300,40258.2,1,150,5,1/2/2019 9:14
T00180242,1758,Debit,Cash Withdrawal,1,7500,0,7500,62857.6,1,286,5,1/2/2019 8:34
T00183252,1759,Debit,Cash Withdrawal,1,600,0,600,18028.2,1,328,5,1/2/2019 15:32
T00181156,1760,Debit,Cash Withdrawal,1,750,0,750,16151.5,1,186,5,1/2/2019 8:33
T00343936,1761,Debit,Cash Withdrawal,1,5400,0,5400,24380.4,1,88,5,1/2/2019 13:45
T00341203,1762,Debit,Cash Withdrawal,1,1040,0,1040,29939.6,1,180,5,1/2/2019 15:28
T00341206,1763,Debit,Cash Withdrawal,1,1280,0,1280,28659.6,1,180,5,1/2/2019 13:36
T00131476,1764,Debit,Credit Card Withdrawal,,2100,0,2100,47265.5,1,137,5,1/2/2019 14:16
T00129687,1765,Debit,Cash Withdrawal,1,480,0,480,28749.6,1,100,5,1/2/2019 8:51
T00133269,1766,Debit,Credit Card Withdrawal,,2400,0,2400,51392,1,193,5,1/2/2019 11:56
T00136043,1767,Debit,Credit Card Withdrawal,,5700,0,5700,46495.3,1,328,5,1/2/2019 14:41
T00137645,1768,Debit,Cash Withdrawal,1,1680,0,1680,40178.9,1,296,5,1/2/2019 9:19
T00138994,1769,Debit,Cash Withdrawal,1,2400,0,2400,24326.3,1,199,5,1/2/2019 10:00
T00135380,1770,Debit,Cash Withdrawal,1,1320,0,1320,30266.2,1,46,5,1/2/2019 16:01
T00602484,1771,Debit,Cash Withdrawal,1,23460,0,23460,24964.5,1,238,5,1/2/2019 12:22
T00603220,1772,Debit,Cash Withdrawal,1,8200,0,8200,42429.9,1,233,5,1/2/2019 8:03
T00673530,1773,Debit,Cash Withdrawal,1,14600,0,14600,53032.7,1,309,5,1/2/2019 16:02
T00675147,1774,Debit,Cash Withdrawal,1,2700,0,2700,23852.2,1,173,5,1/2/2019 10:18
T00670335,1775,Debit,Cash Withdrawal,1,7900,0,7900,53059.7,1,99,5,1/2/2019 11:03
T00671275,1776,Debit,Cash Withdrawal,1,810,0,810,28021.9,1,81,5,1/2/2019 15:36
T00672134,1777,Debit,Cash Withdrawal,1,1500,0,1500,40431.8,1,112,5,1/2/2019 14:21
T00776156,1778,Debit,Cash Withdrawal,1,1500,0,1500,51733.6,1,181,5,1/2/2019 16:11
T00772777,1779,Debit,Credit Card Withdrawal,,800,0,800,44252.5,1,95,5,1/2/2019 13:12
T03248960,1780,Debit,Cash Withdrawal,1,5200,0,5200,18381.8,1,55,5,1/2/2019 13:32
T03297049,1781,Debit,Cash Withdrawal,1,3040,0,3040,40255.7,1,35,5,1/2/2019 10:36
T03281699,1782,Debit,Cash Withdrawal,1,12320,0,12320,10980.3,1,4,5,1/2/2019 14:13
T00538472,1783,Debit,Cash Withdrawal,1,2240,0,2240,22489.7,1,197,5,1/2/2019 13:47
T00536647,1784,Debit,Cash Withdrawal,1,1760,0,1760,27918.1,1,296,5,1/2/2019 13:33
T00537653,1785,Debit,Cash Withdrawal,1,1800,0,1800,38149.9,1,251,5,1/2/2019 9:15
T00571444,1786,Debit,Credit Card Withdrawal,,1300,0,1300,35228.7,1,161,5,1/2/2019 9:54
T00568315,1787,Debit,Cash Withdrawal,1,1680,0,1680,49149,1,21,5,1/2/2019 11:04
T00571836,1788,Debit,Cash Withdrawal,1,19700,0,19700,43998,1,85,5,1/2/2019 15:53
T00569105,1789,Debit,Cash Withdrawal,1,2050,0,2050,19830.4,1,312,5,1/2/2019 14:15
T00569902,1790,Debit,Cash Withdrawal,1,6000,0,6000,37253.4,1,294,5,1/2/2019 16:44
T01342092,1791,Debit,Cash Withdrawal,1,1800,0,1800,44386.3,1,283,5,1/2/2019 15:58
T01363068,1792,Debit,Cash Withdrawal,1,1560,0,1560,12327.9,1,282,5,1/2/2019 16:43
T01391935,1793,Debit,Cash Withdrawal,1,5100,0,5100,65130.5,1,318,5,1/2/2019 12:13
T02034946,1794,Credit,Credit in Cash,,0,37853,37853,96261.5,1,314,5,1/2/2019 15:50
T02005325,1795,Debit,Cash Withdrawal,1,1320,0,1320,34556.6,1,122,5,1/2/2019 16:34
T01982473,1796,Debit,Cash Withdrawal,1,12300,0,12300,43195.4,1,134,5,1/2/2019 9:30
T02023348,1797,Debit,Cash Withdrawal,1,3000,0,3000,23227.2,1,26,5,1/2/2019 9:37
T02035213,1798,Debit,Cash Withdrawal,1,21700,0,21700,74561.5,1,314,5,1/2/2019 14:46
T02005322,1799,Debit,Cash Withdrawal,1,3480,0,3480,35876.6,1,122,5,1/2/2019 13:38
T00390188,1800,Debit,Cash Withdrawal,1,900,0,900,48912.5,1,280,5,1/2/2019 16:23
T00428562,1801,Credit,Credit in Cash,,0,19589,19589,90143,1,255,5,1/2/2019 14:39
T00430285,1802,Credit,Credit in Cash,,0,4800,4800,58053.9,1,175,5,1/2/2019 8:29
T00430214,1803,Debit,Cash Withdrawal,1,8400,0,8400,35632.9,1,175,5,1/2/2019 9:54
T00430183,1804,Debit,Cash Withdrawal,1,14021,0,14021,44032.9,1,175,5,1/2/2019 16:00
T00535048,1805,Debit,Cash Withdrawal,1,2240,0,2240,26086.1,1,75,5,1/2/2019 15:59
T00531169,1806,Debit,Cash Withdrawal,1,1600,0,1600,37494.1,1,191,5,1/2/2019 13:09
T00532981,1807,Debit,Cash Withdrawal,1,1700,0,1700,27902.3,1,290,5,1/2/2019 11:25
T00778212,1808,Debit,Cash Withdrawal,1,3000,0,3000,35463.2,1,110,5,1/2/2019 11:48
T00779043,1809,Debit,Cash Withdrawal,1,3300,0,3300,53497.8,1,238,5,1/2/2019 9:43
T00778657,1810,Debit,Cash Withdrawal,1,1120,0,1120,22195.8,1,47,5,1/2/2019 15:42
T00347850,1811,Debit,Cash Withdrawal,1,3000,0,3000,22477.4,1,68,5,1/2/2019 9:06
T00348771,1812,Debit,Cash Withdrawal,1,2520,0,2520,30343.4,1,54,5,1/2/2019 16:12
T00344862,1813,Debit,Cash Withdrawal,1,720,0,720,15982.2,1,7,5,1/2/2019 11:59
T00345321,1814,Debit,Cash Withdrawal,1,6000,0,6000,21731.4,1,237,5,1/2/2019 9:50
T00354960,1815,Debit,Cash Withdrawal,1,1600,0,1600,59345.6,1,123,5,1/2/2019 14:58
T00355373,1816,Debit,Cash Withdrawal,1,1920,0,1920,66282.3,1,300,5,1/2/2019 16:06
T00355751,1817,Debit,Cash Withdrawal,1,800,0,800,15843.8,1,215,5,1/2/2019 8:20
T01239075,1818,Debit,Cash Withdrawal,1,7200,0,7200,21989.2,1,98,5,1/2/2019 8:32
T01223791,1819,Debit,Cash Withdrawal,1,960,0,960,32580.7,1,186,5,1/2/2019 13:50
T01234513,1820,Debit,Cash Withdrawal,1,1900,0,1900,45317,1,324,5,1/2/2019 15:10
T01239028,1821,Debit,Cash Withdrawal,1,9480,0,9480,29189.2,1,98,5,1/2/2019 15:35
T01238094,1822,Debit,Cash Withdrawal,1,8400,0,8400,38731.4,1,165,5,1/2/2019 11:47
T00865566,1823,Debit,Cash Withdrawal,1,1040,0,1040,23864.9,1,311,5,1/2/2019 12:38
T00864957,1824,Debit,Cash Withdrawal,1,600,0,600,14723.8,1,307,5,1/2/2019 8:04
T00863559,1825,Debit,Cash Withdrawal,1,6000,0,6000,75504.6,1,208,5,1/2/2019 13:33
T00866272,1826,Debit,Cash Withdrawal,1,720,0,720,27764.1,1,336,5,1/2/2019 8:31
T00861459,1827,Debit,Cash Withdrawal,1,1500,0,1500,66947.6,1,255,5,1/2/2019 8:38
T00970488,1828,Debit,Cash Withdrawal,1,4500,0,4500,49539.6,1,6,5,1/2/2019 15:20
T00969831,1829,Debit,Cash Withdrawal,1,3000,0,3000,11517.2,1,13,5,1/2/2019 16:30
T00970114,1830,Debit,Cash Withdrawal,1,8400,0,8400,27481.9,1,335,5,1/2/2019 9:39
T00967856,1831,Debit,Cash Withdrawal,1,600,0,600,56167.5,1,237,5,1/2/2019 14:33
T00970521,1832,Debit,Cash Withdrawal,1,950,0,950,54039.6,1,6,5,1/2/2019 10:52
T01150504,1833,Debit,Cash Withdrawal,1,2100,0,2100,35032.2,1,23,5,1/2/2019 11:22
T01152963,1834,Debit,Cash Withdrawal,1,480,0,480,17945.6,1,332,5,1/2/2019 11:00
T00784894,1835,Debit,Cash Withdrawal,1,15700,0,15700,42235.9,1,80,5,1/2/2019 13:57
T00786794,1836,Debit,Cash Withdrawal,1,2900,0,2900,58121.9,1,43,5,1/2/2019 12:09
T00823323,1837,Debit,Cash Withdrawal,1,700,0,700,35846.3,1,53,5,1/2/2019 11:05
T00823893,1838,Debit,Cash Withdrawal,1,7300,0,7300,34737,1,289,5,1/2/2019 16:35
T00823534,1839,Debit,Cash Withdrawal,1,540,0,540,15115.7,1,110,5,1/2/2019 9:19
T03324504,1840,Debit,Credit Card Withdrawal,,2100,0,2100,50910.5,1,63,5,1/2/2019 11:04
T00981864,1841,Debit,Cash Withdrawal,1,1200,0,1200,32109.1,1,283,5,1/2/2019 11:40
T01033952,1842,Debit,Cash Withdrawal,1,150,0,150,20525.3,1,44,5,1/2/2019 13:21
T01034267,1843,Debit,Cash Withdrawal,1,1760,0,1760,25139.3,1,332,5,1/2/2019 9:15
T01030883,1844,Debit,Cash Withdrawal,1,31300,0,31300,54551.8,1,131,5,1/2/2019 14:27
T01146544,1845,Debit,Cash Withdrawal,1,5000,0,5000,44944.2,1,348,5,1/2/2019 14:08
T01145262,1846,Debit,Cash Withdrawal,1,3840,0,3840,32375.7,1,131,5,1/2/2019 12:15
T01148589,1847,Debit,Cash Withdrawal,1,1900,0,1900,28889,1,267,5,1/2/2019 15:46
T02857662,1848,Debit,Cash Withdrawal,1,32400,0,32400,54967.6,1,58,5,1/2/2019 14:55
T02879488,1849,Debit,Cash Withdrawal,1,14100,0,14100,73605.9,1,187,5,1/2/2019 9:26
T00151039,1850,Debit,Cash Withdrawal,1,360,0,360,26806.7,1,344,5,1/2/2019 16:45
T00149408,1851,Debit,Cash Withdrawal,1,1440,0,1440,98720.9,1,8,5,1/2/2019 13:44
T00156148,1852,Debit,Cash Withdrawal,1,2400,0,2400,28771,1,49,5,1/2/2019 14:23
T00219805,1853,Debit,Cash Withdrawal,1,2760,0,2760,15071.6,1,215,5,1/2/2019 13:55
T00222417,1854,Credit,Credit in Cash,,0,4900,4900,51300,1,238,5,1/2/2019 12:43
T00221339,1855,Debit,Cash Withdrawal,1,2960,0,2960,17581.5,1,198,5,1/2/2019 15:48
T00222038,1856,Debit,Cash Withdrawal,1,3120,0,3120,24781.2,1,280,5,1/2/2019 14:13
T00223161,1857,Debit,Cash Withdrawal,1,150,0,150,49662.2,1,149,5,1/2/2019 11:49
T00116274,1858,Debit,Cash Withdrawal,1,3480,0,3480,40799.4,1,164,5,1/2/2019 11:02
T00114778,1859,Debit,Cash Withdrawal,1,4600,0,4600,24606.7,1,339,5,1/2/2019 15:22
T00123517,1860,Debit,Cash Withdrawal,1,720,0,720,29030.7,1,143,5,1/2/2019 16:32
T00952774,1861,Debit,Cash Withdrawal,1,2000,0,2000,20692.9,1,258,5,1/2/2019 13:21
T00954147,1862,Debit,Cash Withdrawal,1,8400,0,8400,42799.2,1,148,5,1/2/2019 13:06
T00575871,1863,Debit,Cash Withdrawal,1,1680,0,1680,17840.2,1,218,5,1/2/2019 10:22
T00574383,1864,Debit,Cash Withdrawal,1,210,0,210,16784.3,1,151,5,1/2/2019 10:51
T00577936,1865,Debit,Cash Withdrawal,1,4500,0,4500,90631,1,82,5,1/2/2019 12:45
T00576414,1866,Debit,Cash Withdrawal,1,1080,0,1080,50491.6,1,197,5,1/2/2019 13:24
T00638246,1867,Debit,Cash Withdrawal,1,2400,0,2400,62205.5,1,202,5,1/2/2019 15:59
T00743370,1868,Debit,Cash Withdrawal,1,960,0,960,15322.3,1,214,5,1/2/2019 15:57
T00743366,1869,Debit,Cash Withdrawal,1,800,0,800,16282.3,1,214,5,1/2/2019 14:53
T02931712,1870,Debit,Cash Withdrawal,1,6300,0,6300,26464.5,1,338,5,1/2/2019 16:50
T02929985,1871,Debit,Cash Withdrawal,1,3900,0,3900,62321,1,136,5,1/2/2019 16:04
T02910753,1872,Debit,Cash Withdrawal,1,1800,0,1800,42611.5,1,101,5,1/2/2019 11:24
T02908338,1873,Debit,Cash Withdrawal,1,2500,0,2500,22513.3,1,275,5,1/2/2019 12:15
T00511912,1874,Credit,Credit in Cash,,0,4900,4900,30779.6,1,126,5,1/2/2019 8:59
T00509728,1875,Debit,Cash Withdrawal,1,1120,0,1120,21073.6,1,309,5,1/2/2019 15:56
T00511527,1876,Debit,Cash Withdrawal,1,600,0,600,88972.2,1,104,5,1/2/2019 15:23
T00509791,1877,Debit,Cash Withdrawal,1,2200,0,2200,18873.6,1,309,5,1/2/2019 8:39
T00513848,1878,Debit,Cash Withdrawal,1,6900,0,6900,61418.5,1,218,5,1/2/2019 11:41
T00546436,1879,Credit,Credit in Cash,,0,600,600,600,1,184,5,1/2/2019 13:28
T00544539,1880,Credit,Credit in Cash,,0,600,600,36891.7,1,134,5,1/2/2019 8:45
T01265670,1881,Debit,Cash Withdrawal,1,3100,0,3100,33943,1,87,5,1/2/2019 9:57
T01614901,1882,Debit,Cash Withdrawal,1,18300,0,18300,54960.8,1,1,5,1/2/2019 15:57
T01659340,1883,Debit,Cash Withdrawal,1,6900,0,6900,30720.5,1,303,5,1/2/2019 14:26
T01650360,1884,Debit,Credit Card Withdrawal,,2400,0,2400,58530.3,1,116,5,1/2/2019 12:09
T01652476,1885,Debit,Cash Withdrawal,1,4500,0,4500,23101.9,1,185,5,1/2/2019 15:02
T03147352,1886,Debit,Cash Withdrawal,1,840,0,840,49132.8,1,205,5,1/2/2019 14:51
T00358977,1887,Debit,Cash Withdrawal,1,720,0,720,28223.2,1,28,5,1/2/2019 11:21
T00359336,1888,Credit,Credit in Cash,,0,1000,1000,1000,1,344,5,1/2/2019 14:49
T00394567,1889,Debit,Cash Withdrawal,1,360,0,360,18805.2,1,125,5,1/2/2019 13:35
T00397502,1890,Debit,Cash Withdrawal,1,3360,0,3360,45459.1,1,127,5,1/2/2019 14:12
T00396730,1891,Credit,Credit in Cash,,0,29531,29531,75644.1,1,323,5,1/2/2019 11:55
T00746697,1892,Debit,Cash Withdrawal,1,1080,0,1080,66023.7,1,107,5,1/2/2019 11:02
T00745212,1893,Debit,Cash Withdrawal,1,480,0,480,49803.8,1,83,5,1/2/2019 16:22
T00748380,1894,Debit,Credit Card Withdrawal,,900,0,900,32554.4,1,313,5,1/2/2019 16:16
T00313260,1895,Debit,Cash Withdrawal,1,2080,0,2080,17817.7,1,274,5,1/2/2019 15:23
T00313713,1896,Credit,Credit in Cash,,0,29121,29121,57711.4,1,115,5,1/2/2019 13:19
T00313707,1897,Credit,Credit in Cash,,0,22327,22327,80038.4,1,115,5,1/2/2019 16:05
T00320336,1898,Debit,Cash Withdrawal,1,1360,0,1360,25432.4,1,163,5,1/2/2019 11:44
T00318796,1899,Debit,Cash Withdrawal,1,100,0,100,30702.1,1,227,5,1/2/2019 12:58
T00319128,1900,Debit,Cash Withdrawal,1,8800,0,8800,30343.3,1,284,5,1/2/2019 15:49
T00827940,1901,Debit,Cash Withdrawal,1,6240,0,6240,41683.7,1,74,5,1/2/2019 16:21
T00829625,1902,Debit,Cash Withdrawal,1,8700,0,8700,60840,1,70,5,1/2/2019 8:04
T00828442,1903,Debit,Cash Withdrawal,1,900,0,900,34757.7,1,249,5,1/2/2019 15:04
T00829039,1904,Debit,Cash Withdrawal,1,780,0,780,18065.1,1,299,5,1/2/2019 13:58
T00949107,1905,Debit,Cash Withdrawal,1,2880,0,2880,29855.3,1,160,5,1/2/2019 12:37
T00949633,1906,Debit,Cash Withdrawal,1,1320,0,1320,27340.8,1,298,5,1/2/2019 8:12
T01125795,1907,Debit,Cash Withdrawal,1,700,0,700,48884.6,1,53,5,1/2/2019 16:02
T00789530,1908,Debit,Cash Withdrawal,1,480,0,480,28256.3,1,259,5,1/2/2019 12:54
T01138431,1909,Debit,Cash Withdrawal,1,4960,0,4960,40636.5,1,6,5,1/2/2019 14:51
T01137298,1910,Debit,Cash Withdrawal,1,18600,0,18600,5049.4,1,345,5,1/2/2019 11:14
T01271000,1911,Debit,Cash Withdrawal,1,3900,0,3900,88585.4,1,78,5,1/2/2019 8:47
T01270150,1912,Debit,Credit Card Withdrawal,,2400,0,2400,60935.1,1,5,5,1/2/2019 14:46
T01271996,1913,Debit,Cash Withdrawal,1,3240,0,3240,86195.5,1,324,5,1/2/2019 14:47
T02489710,1914,Credit,Credit in Cash,,0,22000,22000,42847.3,1,309,5,1/2/2019 12:44
T02459849,1915,Debit,Cash Withdrawal,1,1200,0,1200,37241.3,1,349,5,1/2/2019 9:25
T00297841,1916,Debit,Cash Withdrawal,1,800,0,800,100866.6,1,130,5,1/2/2019 13:56
T00295234,1917,Debit,Cash Withdrawal,1,1100,0,1100,32267.2,1,166,5,1/2/2019 9:11
T00294851,1918,Debit,Cash Withdrawal,1,1530,0,1530,31772.3,1,316,5,1/2/2019 10:00
T00328795,1919,Debit,Cash Withdrawal,1,6200,0,6200,46050.6,1,72,5,1/2/2019 13:46
T00328571,1920,Debit,Cash Withdrawal,1,1840,0,1840,15786.7,1,52,5,1/2/2019 13:08
T00330835,1921,Debit,Credit Card Withdrawal,,2200,0,2200,50509.6,1,111,5,1/2/2019 15:27
T00329406,1922,Debit,Cash Withdrawal,1,2520,0,2520,22183.6,1,149,5,1/2/2019 16:16
T00371090,1923,Debit,Cash Withdrawal,1,28800,0,28800,31484.2,1,226,5,1/2/2019 12:10
T00371663,1924,Debit,Cash Withdrawal,1,2040,0,2040,37835.7,1,158,5,1/2/2019 16:24
T00367546,1925,Debit,Cash Withdrawal,1,570,0,570,27533.1,1,89,5,1/2/2019 9:55
T00372045,1926,Debit,Cash Withdrawal,1,21200,0,21200,49365.5,1,262,5,1/2/2019 8:38
T00684528,1927,Debit,Cash Withdrawal,1,1300,0,1300,14181.5,1,262,5,1/2/2019 15:22
T00683555,1928,Debit,Cash Withdrawal,1,650,0,650,85877.4,1,43,5,1/2/2019 10:35
T00258840,1929,Debit,Cash Withdrawal,1,500,0,500,74805.5,1,278,5,1/2/2019 13:07
T00257074,1930,Debit,Cash Withdrawal,1,1080,0,1080,24179,1,301,5,1/2/2019 11:28
T00257075,1931,Debit,Cash Withdrawal,1,5160,0,5160,19019,1,301,5,1/2/2019 8:41
T00264099,1932,Debit,Cash Withdrawal,1,1560,0,1560,19782.9,1,327,5,1/2/2019 12:51
T00264812,1933,Debit,Cash Withdrawal,1,720,0,720,78653.3,1,196,5,1/2/2019 12:51
T00265876,1934,Debit,Cash Withdrawal,1,550,0,550,53505.3,1,221,5,1/2/2019 11:40
T00265875,1935,Debit,Cash Withdrawal,1,450,0,450,53055.3,1,221,5,1/2/2019 8:41
T00262496,1936,Debit,Cash Withdrawal,1,3120,0,3120,34899.4,1,263,5,1/2/2019 14:07
T01102153,1937,Debit,Cash Withdrawal,1,240,0,240,32856.1,1,82,5,1/2/2019 13:46
T01104910,1938,Debit,Cash Withdrawal,1,1600,0,1600,26211.9,1,126,5,1/2/2019 9:03
T01102155,1939,Debit,Cash Withdrawal,1,870,0,870,31296.1,1,82,5,1/2/2019 8:11
T01102157,1940,Debit,Cash Withdrawal,1,690,0,690,32166.1,1,82,5,1/2/2019 9:42
T00762887,1941,Debit,Cash Withdrawal,1,600,0,600,29484.7,1,117,5,1/2/2019 15:50
T00765672,1942,Debit,Cash Withdrawal,1,18700,0,18700,14549.9,1,289,5,1/2/2019 8:09
T00764099,1943,Debit,Cash Withdrawal,1,8100,0,8100,66327.4,1,99,5,1/2/2019 14:15
T00763702,1944,Debit,Cash Withdrawal,1,840,0,840,27445.3,1,72,5,1/2/2019 8:27
T00837765,1945,Credit,Credit in Cash,,0,21875,21875,46584.8,1,166,5,1/2/2019 15:47
T00839432,1946,Debit,Cash Withdrawal,1,1320,0,1320,26906.1,1,312,5,1/2/2019 10:07
T00834132,1947,Debit,Cash Withdrawal,1,3480,0,3480,39335.8,1,136,5,1/2/2019 12:34
T00687769,1948,Debit,Cash Withdrawal,1,960,0,960,27108.1,1,177,5,1/2/2019 14:11
T00691067,1949,Debit,Cash Withdrawal,1,1800,0,1800,25099,1,211,5,1/2/2019 12:13
